Материал;Краткий текст материала;ЕИ;ГруппаМтр;КлОцн;Вид оценки;ВидМ;;Названия строк;Количество по полю КлОцн
10293746;Кольцо упл. СТ-218762-01 (СТ-170367);ШТ;107070200;1064;10;ROH;;;
10293747;Труба 32х3,5 12Х1МФ ТУ 14-3р-55-2001;Т;106010000;1090;10;ROH;;;
10293748;Скрепка-табл.для марк.3 цв.,12 шт/уп;УПК;118020000;1161;10;ROH;;;
10293749;Салатник 18см;ШТ;118100000;1150;10;ROH;;;
10293750;Набор напильников 8шт;КМП;108010000;1130;10;ROH;;;
10293751;Папка скоросшиватель ДЕЛО 360г/м2;ШТ;118020000;1161;10;ROH;;;
10293752;Брошюровщик Fellowes PULSAR;ШТ;115010000;700;7;ROH;;;
10293752;Брошюровщик Fellowes PULSAR;ШТ;115010000;1163;10;ROH;;;
10293753;Подшипник 180307 ГОСТ 8882-75;ШТ;105080000;1062;10;ROH;;;
10293754;Набор ключей гаечных комб.удл.10-32мм;ШТ;108010000;1130;10;ROH;;;
10293755;Набивка МС 101 13х13мм;КГ;113070000;1220;10;ROH;;;
10293756;Перчатки рабочие антивибрационные;ПАР;118090100;1140;10;ROH;;;
10293757;Пластина 2Ф-I-МБС-С-8 ГОСТ 7338-90;КГ;113030000;700;7;ROH;;;
10293757;Пластина 2Ф-I-МБС-С-8 ГОСТ 7338-90;КГ;113030000;1220;10;ROH;;;
10293758;Папка архивный короб150 мм;ШТ;118020000;1161;10;ROH;;;
10293759;Валик малярный 180мм поролон,желт.бюгель;ШТ;118100000;1150;10;ROH;;;
10293760;Изолента Scotch Super 33+ 19мм 20м;ШТ;102040000;700;7;ROH;;;
10293760;Изолента Scotch Super 33+ 19мм 20м;ШТ;102040000;1061;10;ROH;;;
10293761;Подшипник 2218 ГОСТ 8328-75;ШТ;105080000;1062;10;ROH;;;
10293762;Перчатки Вибростат-01;ПАР;118090100;1140;10;ROH;;;
10293763;Маслоотражатель насоса 10НМКх2.;ШТ;107010200;700;7;ROH;;;
10293763;Маслоотражатель насоса 10НМКх2.;ШТ;107010200;1064;10;ROH;;;
10293764;Молоток 500г ручка из стеклопластика;ШТ;108010000;1130;10;ROH;;;
10293765;Ареометр АСП-1 80-90 ГОСТ 18481-81;ШТ;114040000;700;7;ROH;;;
10293765;Ареометр АСП-1 80-90 ГОСТ 18481-81;ШТ;114040000;1210;10;ROH;;;
10293766;Анионит низкоосновной Purolite А-847;М3;114070000;1040;10;ROH;;;
10293767;Штемпельная краска;ШТ;118020000;1161;10;ROH;;;
10293768;Труба ВГП Ду 40х3,5 ГОСТ 3262-75;М;106010000;1090;10;ROH;;;
10293769;Папка c ар. мех.50 мм зел. арт.368763;ШТ;118020000;1161;10;ROH;;;
10293770;"Набор ООО""Квазар"" РЗА 23предм.";ШТ;108010000;1130;10;ROH;;;
10293771;Колесо рабочее Н18.37.30.03;ШТ;107010200;700;7;ROH;;;
10293771;Колесо рабочее Н18.37.30.03;ШТ;107010200;1064;10;ROH;;;
10293772;"Уплотнение 8х12 MBD57HD045G/004";М;107090200;700;7;ROH;;;
10293772;"Уплотнение 8х12 MBD57HD045G/004";М;107090200;1064;10;ROH;;;
10293773;Наконечник ТМЛ 16-6-6 ГОСТ 7386-80;ШТ;102040000;700;7;ROH;;;
10293773;Наконечник ТМЛ 16-6-6 ГОСТ 7386-80;ШТ;102040000;1061;10;ROH;;;
10293774;Коврик диэлектр.резиновый 500х500мм;ШТ;113030000;700;7;ROH;;;
10293774;Коврик диэлектр.резиновый 500х500мм;ШТ;113030000;1220;10;ROH;;;
10293775;Колено 200 18 ОСТ 108.327.01-82 L=408 мм;ШТ;107070200;700;7;ROH;;;
10293775;Колено 200 18 ОСТ 108.327.01-82 L=408 мм;ШТ;107070200;1064;10;ROH;;;
10293776;Вал Н03.3.323.01.01.015А 1Д630-90;ШТ;107010200;700;7;ROH;;;
10293776;Вал Н03.3.323.01.01.015А 1Д630-90;ШТ;107010200;1064;10;ROH;;;
10293777;Конфеты Рафаэлло 150г;ШТ;118070000;1200;10;ROH;;;
10293778;Лента самоклеющаяся ,стрелки,75 мм/16,5;ШТ;118100000;1150;10;ROH;;;
10293779;Набор отверток КВТ НИО-06 арт.КВТ-55975;КМП;108010000;1130;10;ROH;;;
10293780;Термометр оконный ТБ-3-М1 исп.5;ШТ;111010000;700;7;ROH;;;
10293780;Термометр оконный ТБ-3-М1 исп.5;ШТ;111010000;1062;10;ROH;;;
10293781;Плашка для пломбиратора;ШТ;118100000;1150;10;ROH;;;
10293782;Коннектор RJ -45 жесткий;ШТ;102040000;700;7;ROH;;;
10293782;Коннектор RJ -45 жесткий;ШТ;102040000;1061;10;ROH;;;
10293783;Медиаконвертер TCF-90-M-ST RS-232;ШТ;115060000;700;7;ROH;;;
10293783;Медиаконвертер TCF-90-M-ST RS-232;ШТ;115060000;1163;10;ROH;;;
10293784;Аквафор-ОСМО 100-К;ШТ;118100000;1150;10;ROH;;;
10293785;Бумага для факса 210мм;ШТ;115020000;1163;10;ROH;;;
10293786;Рулетка Fit Профи Модерн 25мм 5м;ШТ;108010000;1130;10;ROH;;;
10293787;Подшипник 1008 ГОСТ 24428-90;ШТ;105080000;1062;10;ROH;;;
10293788;Пружина СТ-139414-1;ШТ;107070200;700;7;ROH;;;
10293788;Пружина СТ-139414-1;ШТ;107070200;1064;10;ROH;;;
10293789;Букса блока рег. d110 ч. БТ-177227;ШТ;107070200;700;7;ROH;;;
10293789;Букса блока рег. d110 ч. БТ-177227;ШТ;107070200;1064;10;ROH;;;
10293790;Разделитель листов А4 1-12,цв.пласт,Atta;УПК;118020000;1161;10;ROH;;;
10293791;Стержень гелев. 138мм CROWN синий 0,5мм;ШТ;118020000;1161;10;ROH;;;
10293792;Подшипник генераторный верхний 16 сегм.;КМП;107070200;700;7;ROH;;;
10293792;Подшипник генераторный верхний 16 сегм.;КМП;107070200;1064;10;ROH;;;
10293793;Кран пожарный КПЛ-65 (муфта-цапка);ШТ;110000000;700;7;ROH;;;
10293793;Кран пожарный КПЛ-65 (муфта-цапка);ШТ;110000000;1210;10;ROH;;;
10293794;Ложка столовая нержавеющая сталь тонкая;ШТ;118100000;1150;10;ROH;;;
10293795;Пускатель ПАЕ-522 380В;ШТ;101020400;700;7;ROH;;;
10293795;Пускатель ПАЕ-522 380В;ШТ;101020400;1061;10;ROH;;;
10293796;Электрод ЦТ-15-2-ВД Э-08Х19Н10Г2Б;Т;107050200;1220;10;ROH;;;
10293797;Преобразователь П121-5-74-ММ-03 Лемо;ШТ;111010000;700;7;ROH;;;
10293797;Преобразователь П121-5-74-ММ-03 Лемо;ШТ;111010000;1062;10;ROH;;;
10293798;Преобразователь интерфейсов LAN-RS485;ШТ;115031000;700;7;ROH;;;
10293798;Преобразователь интерфейсов LAN-RS485;ШТ;115031000;1063;10;ROH;;;
10293799;Бумага цветная А4 IQ 80 гр/м 5х50л паст.;УПК;115020000;1163;10;ROH;;;
10293800;Электрощетка МГ-4 КЛЮС 6852111471;ШТ;101030200;1061;10;ROH;;;
10293801;Втулка Н19.09.32.02 к насосу СЭ5000-160;ШТ;107010200;700;7;ROH;;;
10293801;Втулка Н19.09.32.02 к насосу СЭ5000-160;ШТ;107010200;1064;10;ROH;;;
10293802;Подгот.слесар. по рем. и обсл. г/п машин;ШТ;118080000;1161;10;ROH;;;
10293803;Мембрана ч.08.3458.164 1880х1740;ШТ;107070200;700;7;ROH;;;
10293803;Мембрана ч.08.3458.164 1880х1740;ШТ;107070200;1064;10;ROH;;;
10293804;Маркер перманентный,наконечник 5мм,черны;ШТ;118020000;1161;10;ROH;;;
10293805;Корзина сцепления;ШТ;109040000;700;7;ROH;;;
10293805;Корзина сцепления;ШТ;109040000;1210;10;ROH;;;
10293806;Ведомость пр./сд.смены машиниста к/о т/р;ШТ;118080000;1161;10;ROH;;;
10293807;Халат х/б 44-46/158-164 бел.;ШТ;118090100;1140;10;ROH;;;
10293808;Ручка гелевая Pilot BLGP-G1-5 красн. 0,3;ШТ;118020000;1161;10;ROH;;;
10293809;Плащ прорезиненный 56-58/158-164;ШТ;118090100;1140;10;ROH;;;
10293810;Валик игольчатый Макси 280мм 28мм;ШТ;118100000;1150;10;ROH;;;
10293811;Шкаф упр. дренажным насосом ШУДН-М;ШТ;101050000;700;7;ROH;;;
10293811;Шкаф упр. дренажным насосом ШУДН-М;ШТ;101050000;1061;10;ROH;;;
10293812;Стержень шариковый Attache Happy синий;ШТ;118020000;1161;10;ROH;;;
10293813;Сталь кругл. D105-12Х18Н10Т ГОСТ 2590-88;Т;105010000;700;7;ROH;;;
10293813;Сталь кругл. D105-12Х18Н10Т ГОСТ 2590-88;Т;105010000;1070;10;ROH;;;
10293814;Двигатель 11кВт 715об/мин насоса РЗ-30И;ШТ;101030100;700;7;ROH;;;
10293814;Двигатель 11кВт 715об/мин насоса РЗ-30И;ШТ;101030100;1061;10;ROH;;;
10293815;Диафрагма ДБС-1,6-1400 ч.Т2054.04.01.001;ШТ;111010000;700;7;ROH;;;
10293815;Диафрагма ДБС-1,6-1400 ч.Т2054.04.01.001;ШТ;111010000;1062;10;ROH;;;
10293816;Очиститель монтажной пены Момент 500мл;ШТ;113040000;1220;10;ROH;;;
10293817;Пара чайная;ПАР;118100000;1150;10;ROH;;;
10293818;Валик меховой 200 мм;ШТ;118100000;1150;10;ROH;;;
10293819;Жалюзи горизонтальные Ш 197 х В 165(131);ШТ;118100000;1150;10;ROH;;;
10293820;"Контакт реле лифта ""KONE""";ШТ;101020500;700;7;ROH;;;
10293820;"Контакт реле лифта ""KONE""";ШТ;101020500;1061;10;ROH;;;
10293821;Электрощетка ЭГ-4 30*30*40 К1-3, 6/125,;ШТ;101030200;1061;10;ROH;;;
10293822;Ящик ЯРП-400А IP54 (с ППНН);ШТ;101050000;700;7;ROH;;;
10293822;Ящик ЯРП-400А IP54 (с ППНН);ШТ;101050000;1061;10;ROH;;;
10293823;Линейка 30см прозрачная СТАММ цветная;ШТ;118020000;1161;10;ROH;;;
10293824;Манжета уплотнения ч.4М56252;ШТ;101010500;700;7;ROH;;;
10293824;Манжета уплотнения ч.4М56252;ШТ;101010500;1061;10;ROH;;;
10293825;Ручка шарик.Universal Corvina 599 синий;ШТ;118020000;1161;10;ROH;;;
10293826;"Вывеска Входная надпись""Музей""";ШТ;118100000;1150;10;ROH;;;
10293827;Пластина 2Н-I-МБС-С-2 1000х6000мм;КГ;113030000;700;7;ROH;;;
10293827;Пластина 2Н-I-МБС-С-2 1000х6000мм;КГ;113030000;1220;10;ROH;;;
10293828;Болт 12х60;КГ;105040000;1070;10;ROH;;;
10293829;Втулка ч.160437;ШТ;107070200;700;7;ROH;;;
10293829;Втулка ч.160437;ШТ;107070200;1064;10;ROH;;;
10293830;Флокулянт Бифлок КВ 6609;Т;114010000;1050;10;ROH;;;
10293831;Орто-фенантролин 1-водный ЧДА;КГ;114020000;1050;10;ROH;;;
10293832;Грамота А4;ШТ;118080000;1161;10;ROH;;;
10293840;Клей 50 r KORES с поролоновым дозатором;ШТ;113060000;1220;10;ROH;;;
10293841;Средство чистящее Мистер Пропер;ШТ;118040000;1161;10;ROH;;;
10293842;Устройство зарядное Striver-160;ШТ;118100000;1150;10;ROH;;;
10293843;Труба 1020х10,0-ст.17г1с ГОСТ 20295-85;Т;106010000;1090;10;ROH;;;
10293844;Блок фронтовой стены Б-13-II ч. 325170;ШТ;107030300;700;7;ROH;;;
10293844;Блок фронтовой стены Б-13-II ч. 325170;ШТ;107030300;1064;10;ROH;;;
10293845;Предохранитель 5х20мм 250В,1А;ШТ;101010500;700;7;ROH;;;
10293845;Предохранитель 5х20мм 250В,1А;ШТ;101010500;1061;10;ROH;;;
10293846;Сегмент 12 ст 1134377;ШТ;107070200;700;7;ROH;;;
10293846;Сегмент 12 ст 1134377;ШТ;107070200;1064;10;ROH;;;
10293847;Лента малярная бумажная;ШТ;118100000;1150;10;ROH;;;
10293848;Таймер ИЭК ТЭ15 1-канал 16А цифровой;ШТ;114040000;700;7;ROH;;;
10293848;Таймер ИЭК ТЭ15 1-канал 16А цифровой;ШТ;114040000;1210;10;ROH;;;
10293849;Папка канц. Attache 166831, А3 чер.;ШТ;118020000;1161;10;ROH;;;
10293850;Бак оцинкованный;ШТ;107080100;700;7;ROH;;;
10293850;Бак оцинкованный;ШТ;107080100;1064;10;ROH;;;
10293851;Метчик ручной М45х4,5;ШТ;108010000;1130;10;ROH;;;
10293852;Сапоги кож с з/подн пов t терм/МБС р.39;ПАР;118090300;1140;10;ROH;;;
10293853;Винт с полукруглой головкой М5х16;КГ;105040000;1070;10;ROH;;;
10293854;Жилет сигн. 2 кл/защ р.XXXXL;ШТ;118090100;1140;10;ROH;;;
10293855;Клещи д/снятия изоляции HT-S501B;ШТ;108010000;1130;10;ROH;;;
10293856;Отвод лег.Ст.12Х18Н10Т 159х5 90град.;ШТ;106090000;700;7;ROH;;;
10293856;Отвод лег.Ст.12Х18Н10Т 159х5 90град.;ШТ;106090000;1080;10;ROH;;;
10293857;Арзамит-5 порошок;КГ;113040000;1220;10;ROH;;;
10293858;Подшипник 2311;ШТ;105080000;1062;10;ROH;;;
10293859;Термопот Supra TPS 3016;ШТ;118030000;1150;10;ROH;;;
10293860;Папка скоросш.Комус А4 зеленый 1810;ШТ;118020000;1161;10;ROH;;;
10293861;Элемент ФЭЛ Пл-0,25-6,0-4-П-G1/2-B;ШТ;106100000;700;7;ROH;;;
10293861;Элемент ФЭЛ Пл-0,25-6,0-4-П-G1/2-B;ШТ;106100000;1080;10;ROH;;;
10293862;Клапан пожарный Ду50 угловой, латунь;ШТ;110000000;700;7;ROH;;;
10293862;Клапан пожарный Ду50 угловой, латунь;ШТ;110000000;1210;10;ROH;;;
10293863;Типовая инстр. по охр.тр. для польз ПВЭМ;ШТ;118080000;1161;10;ROH;;;
10293864;Кронштейн ВАЗ-2123 стабилизатора наружн.;ШТ;109040000;700;7;ROH;;;
10293864;Кронштейн ВАЗ-2123 стабилизатора наружн.;ШТ;109040000;1210;10;ROH;;;
10293865;Подшипник 42205 ГОСТ 8328-75;ШТ;105080000;1062;10;ROH;;;
10293866;Кисть флейцевая 14х70;ШТ;118100000;1150;10;ROH;;;
10293867;Штамп резиновый;ШТ;118020000;1161;10;ROH;;;
10293868;Пруток 6 Л63п ГОСТ 2060-90;КГ;105020000;1070;10;ROH;;;
10293869;Задвижка 30ч 6бк Ду150 Ру1,0;ШТ;106100000;700;7;ROH;;;
10293869;Задвижка 30ч 6бк Ду150 Ру1,0;ШТ;106100000;1080;10;ROH;;;
10293870;Биг-бэг 1000 кг б/у (МКР);ШТ;118130000;1161;10;ROH;;;
10293871;Насосный агрегат К100-65-200 с КОФ и кре;ШТ;107010100;700;7;ROH;;;
10293871;Насосный агрегат К100-65-200 с КОФ и кре;ШТ;107010100;1064;10;ROH;;;
10293872;Плакат ПС35 (самокл.пленка);ШТ;118130000;1161;10;ROH;;;
10293873;Фундук;КГ;118070000;1200;10;ROH;;;
10293874;Реле РПУ 2М 211-6220 24В У3;ШТ;111010000;700;7;ROH;;;
10293874;Реле РПУ 2М 211-6220 24В У3;ШТ;111010000;1062;10;ROH;;;
10293875;Кабель КВВГ 19х2,5 ГОСТ 1508-78;М;102020000;700;7;ROH;;;
10293875;Кабель КВВГ 19х2,5 ГОСТ 1508-78;М;102020000;1061;10;ROH;;;
10293876;Кольцо уплотнительное 46472-568-000;ШТ;109040000;700;7;ROH;;;
10293876;Кольцо уплотнительное 46472-568-000;ШТ;109040000;1210;10;ROH;;;
10293877;Шестерня червячная для привода;ШТ;107070200;700;7;ROH;;;
10293877;Шестерня червячная для привода;ШТ;107070200;1064;10;ROH;;;
10293878;Журнал технического обслуживания оборудо;ШТ;118080000;1161;10;ROH;;;
10293879;Затвор дисковый 1.02.5.01.080-01 Ду80;ШТ;106100000;700;7;ROH;;;
10293879;Затвор дисковый 1.02.5.01.080-01 Ду80;ШТ;106100000;1080;10;ROH;;;
10293880;Манометр ДМ2005 Сг.1ЕхУ3 0-10кгс кл.т1,5;ШТ;111010000;700;7;ROH;;;
10293880;Манометр ДМ2005 Сг.1ЕхУ3 0-10кгс кл.т1,5;ШТ;111010000;1062;10;ROH;;;
10293881;Шпилька ч. 161470;ШТ;107070200;700;7;ROH;;;
10293881;Шпилька ч. 161470;ШТ;107070200;1064;10;ROH;;;
10293882;Мел школьный белый Brauberg 10 шт/уп;УПК;118020000;1161;10;ROH;;;
10293883;Кольцо уплотнительное 1Т252-139;ШТ;107070200;700;7;ROH;;;
10293883;Кольцо уплотнительное 1Т252-139;ШТ;107070200;1064;10;ROH;;;
10293884;Труба канализационная внутренняя 110х500;ШТ;106050000;1090;10;ROH;;;
10293885;ГСО КЧ-0,05;ШТ;114020000;1050;10;ROH;;;
10293886;Календарь настольный перекидной на 2018г;ШТ;118020000;1161;10;ROH;;;
10293887;Журнал виз.наблюдений за гидромех.сооруж;ШТ;118080000;1161;10;ROH;;;
10293888;Кран шаровой КШЦП DN50 PN1.6 Мпа прив;ШТ;106100000;700;7;ROH;;;
10293888;Кран шаровой КШЦП DN50 PN1.6 Мпа прив;ШТ;106100000;1080;10;ROH;;;
10293889;Преобразователь напряж.ФЕ 1870-АД-01-01;ШТ;111010000;700;7;ROH;;;
10293889;Преобразователь напряж.ФЕ 1870-АД-01-01;ШТ;111010000;1062;10;ROH;;;
10293890;Кислота лимонная 1-водн.ХЧ ГОСТ 3652-69;КГ;114020000;1050;10;ROH;;;
10293891;Головка печатающая HP C4812A;ШТ;115020000;1163;10;ROH;;;
10293892;Сталь круглая D70-20Х13 ГОСТ 2590-88;Т;105010000;700;7;ROH;;;
10293892;Сталь круглая D70-20Х13 ГОСТ 2590-88;Т;105010000;1070;10;ROH;;;
10293893;Реле РН-53/600;ШТ;102010000;700;7;ROH;;;
10293893;Реле РН-53/600;ШТ;102010000;1061;10;ROH;;;
10293894;Отвод 108х4-20 90 град. ГОСТ 17375-2001;ШТ;106090000;700;7;ROH;;;
10293894;Отвод 108х4-20 90 град. ГОСТ 17375-2001;ШТ;106090000;1080;10;ROH;;;
10293895;Подшипник 6-313 ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10293896;Уплотнение 219173;ШТ;107010200;700;7;ROH;;;
10293896;Уплотнение 219173;ШТ;107010200;1064;10;ROH;;;
10293897;Бур SDS max 20х520;ШТ;108030000;1161;10;ROH;;;
10293898;Водород технический сжатый, марка А (ГОС;ШТ;119000000;1110;10;ROH;;;
10293899;Пружина клапана предохранительного №75;ШТ;106110000;700;7;ROH;;;
10293899;Пружина клапана предохранительного №75;ШТ;106110000;1080;10;ROH;;;
10293900;Вал насоса Н18.23.20.15-1 КС 80-155;ШТ;107010200;700;7;ROH;;;
10293900;Вал насоса Н18.23.20.15-1 КС 80-155;ШТ;107010200;1064;10;ROH;;;
10293901;Прокладка.ч.ВД8.370.513.6;ШТ;101010500;700;7;ROH;;;
10293901;Прокладка.ч.ВД8.370.513.6;ШТ;101010500;1061;10;ROH;;;
10293902;Лампа Osram HWL 160W 225V E27;ШТ;101060000;700;7;ROH;;;
10293902;Лампа Osram HWL 160W 225V E27;ШТ;101060000;1061;10;ROH;;;
10293903;Манометр МП4-УУ2 0-10 кгс/см2 кл.т.1,5;ШТ;111010000;700;7;ROH;;;
10293903;Манометр МП4-УУ2 0-10 кгс/см2 кл.т.1,5;ШТ;111010000;1062;10;ROH;;;
10293904;Вал насоса ч.Н2-107 5КС-5х4;ШТ;107010200;700;7;ROH;;;
10293904;Вал насоса ч.Н2-107 5КС-5х4;ШТ;107010200;1064;10;ROH;;;
10293905;Втулка ч.СТ-185233;ШТ;107070200;700;7;ROH;;;
10293905;Втулка ч.СТ-185233;ШТ;107070200;1064;10;ROH;;;
10293906;Пластина уплотнительная ТБ-3-20-129;ШТ;107070200;700;7;ROH;;;
10293906;Пластина уплотнительная ТБ-3-20-129;ШТ;107070200;1064;10;ROH;;;
10293907;Вал ротора РНД ч.168114-1;ШТ;107070200;700;7;ROH;;;
10293907;Вал ротора РНД ч.168114-1;ШТ;107070200;1064;10;ROH;;;
10293908;Сетка 45х45;М2;105031000;1070;10;ROH;;;
10293909;Растворитель 647;Л;113040000;1220;10;ROH;;;
10293910;Пособие;ШТ;118080000;1161;10;ROH;;;
10293911;Радиатор водяной ЛР3309-1301010;ШТ;109050000;1210;10;ROH;;;
10293912;Доводчик Armadilo LY3 65кг;ШТ;118100000;1150;10;ROH;;;
10293913;Бумага HP Q6573A 10х30 20л.;ШТ;118020000;1161;10;ROH;;;
10293914;Конденсатор 220мкФ 63В;ШТ;112030000;700;7;ROH;;;
10293914;Конденсатор 220мкФ 63В;ШТ;112030000;1063;10;ROH;;;
10293915;Венок Тихвинский;ШТ;118100000;1150;10;ROH;;;
10293916;Каркас External Ring Generator Assy;ШТ;115050000;1063;10;ROH;;;
10293917;Втулка защитная ч.5482 1Д 500-63;ШТ;107010200;700;7;ROH;;;
10293917;Втулка защитная ч.5482 1Д 500-63;ШТ;107010200;1064;10;ROH;;;
10293918;Клапан 15с39нж Ду50 Ру4,0 фланц.;ШТ;106100000;700;7;ROH;;;
10293918;Клапан 15с39нж Ду50 Ру4,0 фланц.;ШТ;106100000;1080;10;ROH;;;
10293919;Вата минер. URSA М-11-50 2х10000х1200х50;РУЛ;113020000;1220;10;ROH;;;
10293920;Шпилька М36х180;ШТ;107070200;700;7;ROH;;;
10293920;Шпилька М36х180;ШТ;107070200;1064;10;ROH;;;
10293921;Шкаф бух. SL-125T, Ш460хГ340хВ1252мм.;ШТ;118010000;1150;10;ROH;;;
10293922;Вал Н18.77.30.01 насоса КСВ 320-160;ШТ;107010200;700;7;ROH;;;
10293922;Вал Н18.77.30.01 насоса КСВ 320-160;ШТ;107010200;1064;10;ROH;;;
10293923;Резистор догр.МР3021-Н-100/v3В-(3х20)ВА;ШТ;101020400;700;7;ROH;;;
10293923;Резистор догр.МР3021-Н-100/v3В-(3х20)ВА;ШТ;101020400;1061;10;ROH;;;
10293924;Щит распр. ЩРН-36 IP66 (520х330х120);ШТ;101050000;700;7;ROH;;;
10293924;Щит распр. ЩРН-36 IP66 (520х330х120);ШТ;101050000;1061;10;ROH;;;
10293925;Отвод вн. Ostendorf 110 мм, 87° однораст;ШТ;106090000;700;7;ROH;;;
10293925;Отвод вн. Ostendorf 110 мм, 87° однораст;ШТ;106090000;1080;10;ROH;;;
10293926;NW Шасси3Р 2500А артикул 48394;ШТ;101020100;700;7;ROH;;;
10293926;NW Шасси3Р 2500А артикул 48394;ШТ;101020100;1061;10;ROH;;;
10293927;Правила по ОТ при работе на высоте;ШТ;118080000;1161;10;ROH;;;
10293928;Набор инструмента Ombra OMT 94S12;ШТ;108010000;1130;10;ROH;;;
10293929;Блок пит. д/радиостанц.Sepura SRG 3900;ШТ;115060000;700;7;ROH;;;
10293929;Блок пит. д/радиостанц.Sepura SRG 3900;ШТ;115060000;1163;10;ROH;;;
10293930;Сапоги кожаные с защ/подн р.38;ПАР;118090300;1140;10;ROH;;;
10293931;Указатель напряжения УВН-35;ШТ;111010000;700;7;ROH;;;
10293931;Указатель напряжения УВН-35;ШТ;111010000;1062;10;ROH;;;
10293932;Пакет п/э с нанесением;ШТ;118100000;1150;10;ROH;;;
10293933;Фоторамка серебро 21 х 2;ШТ;118100000;1150;10;ROH;;;
10293934;Комбинезон Тайвек р.52-54 рост 182-188;ШТ;118090100;1140;10;ROH;;;
10293935;Подшипник 20-42326 М ГОСТ 520-2011;ШТ;105080000;1062;10;ROH;;;
10293936;Шайба пружинная 10 оц.;ШТ;105040000;1070;10;ROH;;;
10293937;Костюм х/б ОП 44-46/158-164;ШТ;118090100;1140;10;ROH;;;
10293938;Перчатки полушерст. (для водолазов);ПАР;118090100;1140;10;ROH;;;
10293939;Рельс б/у Р-50;Т;105010000;700;7;ROH;;;
10293939;Рельс б/у Р-50;Т;105010000;1070;10;ROH;;;
10293940;Разделитель листов 1-12, цв. карт. А4;УПК;118020000;1161;10;ROH;;;
10293941;Подшипник 180207 ГОСТ 8882-75;ШТ;105080000;1062;10;ROH;;;
10293942;Ботинки цельноюфтевые на МБС р.43;ПАР;118090300;1140;10;ROH;;;
10293943;Лопата совковая Fiskars 132402 130см;ШТ;108010000;1130;10;ROH;;;
10293944;Краска Dali акриловая д/обоев База А 9л.;ШТ;113040000;1220;10;ROH;;;
10293945;Шпиндель 586-20-21;ШТ;106110000;700;7;ROH;;;
10293945;Шпиндель 586-20-21;ШТ;106110000;1080;10;ROH;;;
10293946;Прокладка Ильма ФЛ-003-222х161х2;ШТ;106110000;700;7;ROH;;;
10293946;Прокладка Ильма ФЛ-003-222х161х2;ШТ;106110000;1080;10;ROH;;;
10293947;Фонарь аккум.Трофи TSP3W;ШТ;118100000;1150;10;ROH;;;
10293948;Кольцо уплотнительное СТ-199269-01;ШТ;107070200;700;7;ROH;;;
10293948;Кольцо уплотнительное СТ-199269-01;ШТ;107070200;1064;10;ROH;;;
10293949;Кисть флейцевая Суприм 4;ШТ;118100000;1150;10;ROH;;;
10293950;Ролик захвата бумаги HP Q7829-67930;ШТ;115020000;1163;10;ROH;;;
10293951;ГСО Ионов аммония 15К 5 амп/кор;КОР;114020000;1050;10;ROH;;;
10293952;Разъединитель РДЗ-2-110/2000НУХЛ1 с прив;ШТ;101010400;700;7;ROH;;;
10293952;Разъединитель РДЗ-2-110/2000НУХЛ1 с прив;ШТ;101010400;1061;10;ROH;;;
10293953;Подшипник 330Л;ШТ;105080000;1062;10;ROH;;;
10293954;Оправка В18/КМЗ;ШТ;108010000;1130;10;ROH;;;
10293955;Сетка 0,25х0,25;М2;105031000;1070;10;ROH;;;
10293956;Сталь лист. г/к 8,0-ст.20;Т;105010000;700;7;ROH;;;
10293956;Сталь лист. г/к 8,0-ст.20;Т;105010000;1070;10;ROH;;;
10293957;Отвертка крестовая РН 2х100;ШТ;108010000;1130;10;ROH;;;
10293958;Выключатель OptiDin ВМ63-1С3-DC-УХЛ3;ШТ;101020100;700;7;ROH;;;
10293958;Выключатель OptiDin ВМ63-1С3-DC-УХЛ3;ШТ;101020100;1061;10;ROH;;;
10293959;Манжета (Р) 40х60;ШТ;107010200;700;7;ROH;;;
10293959;Манжета (Р) 40х60;ШТ;107010200;1064;10;ROH;;;
10293960;Кольцо Г-1034695;ШТ;107070200;700;7;ROH;;;
10293960;Кольцо Г-1034695;ШТ;107070200;1064;10;ROH;;;
10293961;Подшипник RBC 6580;ШТ;105080000;1062;10;ROH;;;
10293962;Трос буксировочный ленточный 5т( крюки);ШТ;109040000;700;7;ROH;;;
10293962;Трос буксировочный ленточный 5т( крюки);ШТ;109040000;1210;10;ROH;;;
10293963;Предохранители флажковые (к-т 12 шт.);ШТ;101020500;700;7;ROH;;;
10293963;Предохранители флажковые (к-т 12 шт.);ШТ;101020500;1061;10;ROH;;;
10293964;Полушубок универс. 56-58/170-176;ШТ;118090100;1140;10;ROH;;;
10293965;Вставка перех. ТСО.512.1003-ЖО DN100 кр.;КМП;106110000;700;7;ROH;;;
10293965;Вставка перех. ТСО.512.1003-ЖО DN100 кр.;КМП;106110000;1080;10;ROH;;;
10293966;Щит TDM ЩМП 2-0 SQ0905-0084;ШТ;101050000;700;7;ROH;;;
10293966;Щит TDM ЩМП 2-0 SQ0905-0084;ШТ;101050000;1061;10;ROH;;;
10293967;Вкладыш подшипника 5ВК.263.211;ШТ;101010500;700;7;ROH;;;
10293967;Вкладыш подшипника 5ВК.263.211;ШТ;101010500;1061;10;ROH;;;
10293968;Олифа оксоль;ЛСТ;113040000;1220;10;ROH;;;
10293969;Плавкие вставки к ПР-2, 220В (15-15) 15А;ШТ;101020500;700;7;ROH;;;
